subject,relation,object,pattern,source_url
Tyler Hildebrand,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Aleksandr Bogomolov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
William Arjona,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Jaime Fernández Barros,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Goran Škundrić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Arkady Zhavoronkov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Marc Waldie,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Marko Ivović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Lech Łasko,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Valeriy Kryvov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Jaanus Lillepuu,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Wolfgang Löwe,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Wolfgang Maibohm,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Wolfgang Webner,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Andres Skuin,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Asko Esna,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Ernesto Rodríguez,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Scott Fortune,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Borislav Petrović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Nemanja Petrić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Henryk Jaźnicki,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Martti Juhkami,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Luca Garri,representsCountry,Italy,wikidata_structured,https://www.wikidata.org
Anatoliy Polishchuk,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Jon Stanley,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Aleksandr Saprykin,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Konstantin Reva,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Aleksandr Saprykin,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Anatoly Tsirkov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Vladimir Shmygin,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Nikolay Pavlov,representsCountry,Ukraine,wikidata_structured,https://www.wikidata.org
Anatolij Ėjngorn,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Vladimir Shchagin,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Anatolij Ėjngorn,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Nikolay Pavlov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Erich Altosaar,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Matthew Webber,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jorge Hevia,representsCountry,Chile,wikidata_structured,https://www.wikidata.org
Horst Hagen,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Wolfgang Weise,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Nripjit Singh Bedi,representsCountry,India,wikidata_structured,https://www.wikidata.org
Vladimir Ulyanov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Abdul Basith,representsCountry,India,wikidata_structured,https://www.wikidata.org
Cosme Prenafeta,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Paul Sunderland,representsCountry,United States,wikidata_structured,https://www.wikidata.org
A. Palanisamy,representsCountry,India,wikidata_structured,https://www.wikidata.org
Phil Eatherton,representsCountry,United States,wikidata_structured,https://www.wikidata.org
J. P. Calderon,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Sten Esna,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Francisco Sánchez,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Wanderson Fernandes Paranhas Campos,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Yosleider Cala,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Ricci Luyties,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Rainer Tscharke,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Youssef Krou,representsCountry,France,wikidata_structured,https://www.wikidata.org
Víctor Bird,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Henry Hsu,representsCountry,Chinese Taipei,wikidata_structured,https://www.wikidata.org
Bram Van den Dries,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Henry Hsu,representsCountry,Taiwan,wikidata_structured,https://www.wikidata.org
Evan Patak,representsCountry,United States,wikidata_structured,https://www.wikidata.org
James Polster,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Rudi Schumann,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Argo Meresaar,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Ivan Drachov,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Milija Mrdak,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Arnold Schulz,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Bernard Rajzman,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Yuri Filippov,representsCountry,Ukraine,wikidata_structured,https://www.wikidata.org
Igor Filippov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Yuri Filippov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
David Brkic,representsCountry,Italy,wikidata_structured,https://www.wikidata.org
Ricardo Garcia,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Yacine Louati,representsCountry,France,wikidata_structured,https://www.wikidata.org
Pavel Schenk,representsCountry,Czechoslovakia,wikidata_structured,https://www.wikidata.org
John Hyden,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Dylan Davis,representsCountry,United States,wikidata_structured,https://www.wikidata.org
John Speraw,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Bryan Ivie,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jon Root,representsCountry,United States,wikidata_structured,https://www.wikidata.org
José Antonio Casilla,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Robbert Andringa,representsCountry,Netherlands,wikidata_structured,https://www.wikidata.org
Steve Klosterman,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Steven Salmons,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Brent Hilliard,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Carlos Briceno,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Carlos Salas Pérez,representsCountry,Cuba,wikidata_structured,https://www.wikidata.org
Jürgen Maune,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Bruno Zanuto,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Jimmy George,representsCountry,India,wikidata_structured,https://www.wikidata.org
Ryan Owens,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Paweł Zatorski,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Chris Marlowe,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jacek Arlet,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Jeff Ptak,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Tilakam Gopal,representsCountry,India,wikidata_structured,https://www.wikidata.org
Jordan Hove,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Konstantin Čupković,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Kert Toobal,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Thijs ter Horst,representsCountry,Netherlands,wikidata_structured,https://www.wikidata.org
Dan Greenbaum,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Luis Felipe Calderón Blet,representsCountry,Cuba,wikidata_structured,https://www.wikidata.org
Bohdan Bartosiewicz,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Cyril C. Valloor,representsCountry,India,wikidata_structured,https://www.wikidata.org
Dalel Singh Ror,representsCountry,India,wikidata_structured,https://www.wikidata.org
Avo Keel,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Taylor Sander,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Andrew John Nally,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Doug Beal,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Douglas Partie,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Dusty Dvorak,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Timo Ruuskanen,representsCountry,Finland,wikidata_structured,https://www.wikidata.org
Tri Bourne,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Eckehard Pietzsch,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Eric Sato,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jayson Jablonsky,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jeffrey Menzel,representsCountry,United States,wikidata_structured,https://www.wikidata.org
João Paulo Bravo,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Kirk Kilgour,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Nikola Mijailović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Marlon Yared,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Maxwell Holt,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Francisco Hervás Tirada,representsCountry,Spain,wikidata_structured,https://www.wikidata.org
Bob Samuelson,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Troy Tanner,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Casey Patterson,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Oleg Antonov,representsCountry,Italy,wikidata_structured,https://www.wikidata.org
Oleg Antonov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Raphael Vieira,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Riley McKibbin,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jaroslav Tomáš,representsCountry,Czechoslovakia,wikidata_structured,https://www.wikidata.org
Nick Becker,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Sacit Seldüz,representsCountry,Turkey,wikidata_structured,https://www.wikidata.org
Evan Barry,representsCountry,United States,wikidata_structured,https://www.wikidata.org
G. E. Sridharan,representsCountry,India,wikidata_structured,https://www.wikidata.org
Sam Deroo,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Petr Michálek,representsCountry,Czech Republic,wikidata_structured,https://www.wikidata.org
Juan Figueroa,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Theo Brunner,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Arnold Matiisen,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Renee Teppan,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Aaron Russell,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Bradley Lawson,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Robart Page,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Taylor Crabb,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Samuel Holt,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Srećko Lisinac,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Miro Määttänen,representsCountry,Finland,wikidata_structured,https://www.wikidata.org
William Price,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Thomas Hodges,representsCountry,Australia,wikidata_structured,https://www.wikidata.org
Matt West,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Ryan Thompson,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Stelios Psychos,representsCountry,Greece,wikidata_structured,https://www.wikidata.org
Dmitrii Bahov,representsCountry,Moldova,wikidata_structured,https://www.wikidata.org
Erik Holm,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Jared Moore,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Jürgen Freiwald,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Dejan Radić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Prabagaran,representsCountry,India,wikidata_structured,https://www.wikidata.org
Matthew Pollock,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Erving Walker,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Evandro Guerra,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Ricardo Lucarelli de Souza,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Sergey Antipkin,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Kendall Bateman,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Filip Stoilović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Jürgen Kessel,representsCountry,German Democratic Republic,wikidata_structured,https://www.wikidata.org
Aleksandr Drozdov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Robert Täht,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Spencer Rowe,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Q21096154,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Nick Vogel,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Thomas Jaeschke,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Joseph Sunder,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Mihajlo Stanković,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Brian Cook,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Andri Aganits,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Dennis Del Valle,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Edgardo Goás,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Yannis Fakas,representsCountry,Greece,wikidata_structured,https://www.wikidata.org
Futi Tavana,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Janis Sirelpuu,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Aleksandr Vizzhachyov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Vladimir Astafyev,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Maurice Armando Torres,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Héctor Mata,representsCountry,Venezuela,wikidata_structured,https://www.wikidata.org
Aleksandr Vizzhachyov,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Vladimir Astafyev,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Tomas Rousseaux,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Jean Carlos Ortíz,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Jesse Sanders,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Pablo Guzman,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Steven Morales,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Nicholas Hoag,representsCountry,Canada,wikidata_structured,https://www.wikidata.org
Murilo Radke,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Renan Zanatta Buiatti,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Alfredo Reft,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Rait Rikberg,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Vladimir Kärk,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Pedrito Sierra,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Artur Amon,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Dušan Petković,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Micah Christenson,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Aleksa Brđović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
František Stibitz,representsCountry,Czechoslovakia,wikidata_structured,https://www.wikidata.org
Joseph Kauliakamoa Jr.,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Sergueï Bagreï,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Ants Laos,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Eduard Blossfeldt,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Kaarel Kais,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Peet Raig,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Connor Dougherty,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Patrick Schwagler,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Peter Russell,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Aleksandr Ianoutov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Sergueï Tcherviakov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Lowie Stuer,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Matthias Valkiers,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
André Luiz Eloi,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Henri Treial,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Kevin Owens,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Nikola Antonijević,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Taylor Averill,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Pedro Rangel,representsCountry,Mexico,wikidata_structured,https://www.wikidata.org
Artour Oudris,representsCountry,Belarus,wikidata_structured,https://www.wikidata.org
Christopher Tamas,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Davidson Lampariello,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Dustin Watten,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Aleksandr Kritski,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Jeong Min-su,representsCountry,South Korea,wikidata_structured,https://www.wikidata.org
Michał Kędzierski,representsCountry,Poland,wikidata_structured,https://www.wikidata.org
Sergey Orlenko,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Kévin Klinkenberg,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Sergey Orlenko,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Maarten Van Garderen,representsCountry,Netherlands,wikidata_structured,https://www.wikidata.org
Roman Yegorov,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
Thibault Rossard,representsCountry,France,wikidata_structured,https://www.wikidata.org
Trévor Clévenot,representsCountry,France,wikidata_structured,https://www.wikidata.org
K. J. Kapil Dev,representsCountry,India,wikidata_structured,https://www.wikidata.org
Maurício Borges,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Tom Joseph,representsCountry,India,wikidata_structured,https://www.wikidata.org
Friedrich Issak,representsCountry,Soviet Union,wikidata_structured,https://www.wikidata.org
Aleksandar Okolić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Dražen Luburić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Petar Krsmanović,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Daniel Mcdonnell,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Graham McIlvaine,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Torey Defalco,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Leonardo Litwinczuk,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Daniel Jansen Van Doorn,representsCountry,Canada,wikidata_structured,https://www.wikidata.org
Kyle Caldwell,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Pei-Hung Huang,representsCountry,Chinese Taipei,wikidata_structured,https://www.wikidata.org
K. Udayakumar,representsCountry,India,wikidata_structured,https://www.wikidata.org
Paulo Ricardo Ferreira,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Jon Rivera,representsCountry,Puerto Rico,wikidata_structured,https://www.wikidata.org
Eric Vance,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Erik Shoji,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Steven Kehoe,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Garrett Muagututia,representsCountry,United States,wikidata_structured,https://www.wikidata.org
John Mayer,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Gökhan Gökgöz,representsCountry,Turkey,wikidata_structured,https://www.wikidata.org
Dušan Lopar,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Lazar Koprivica,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Maksim Buculjević,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Milorad Kapur,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Tomislav Dokić,representsCountry,Serbia,wikidata_structured,https://www.wikidata.org
Uroš Pavlovič,representsCountry,Slovenia,wikidata_structured,https://www.wikidata.org
François Lecat,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Jolan Cox,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Lou Kindt,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Martijn Colson,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Quentin Jouffroy,representsCountry,France,wikidata_structured,https://www.wikidata.org
Jelle Ribbens,representsCountry,Belgium,wikidata_structured,https://www.wikidata.org
Ilyas Kurkaev,representsCountry,Russia,wikidata_structured,https://www.wikidata.org
John Klanac,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Lévi Alves Cabral,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Maurício Souza,representsCountry,Brazil,wikidata_structured,https://www.wikidata.org
Roberto Cazzaniga,representsCountry,Italy,wikidata_structured,https://www.wikidata.org
Kaido Kreen,representsCountry,Estonia,wikidata_structured,https://www.wikidata.org
Christopher Austin,representsCountry,United States,wikidata_structured,https://www.wikidata.org
Alex Ranghieri,representsCountry,Italy,wikidata_structured,https://www.wikidata.org
Brazil,win_at,the Olympic Games,verb+prep,https://en.wikipedia.org/wiki/Brazil_men%27s_national_volleyball_team
Brazil,finish_in,the World League,verb+prep,https://en.wikipedia.org/wiki/Brazil_men%27s_national_volleyball_team
Brazil,beat,Italy,subj-verb-obj,https://en.wikipedia.org/wiki/Brazil_men%27s_national_volleyball_team
Brazil,beat_in,1983,verb+prep,https://en.wikipedia.org/wiki/Brazil_men%27s_national_volleyball_team
Brazil,beat,USSR,subj-verb-obj,https://en.wikipedia.org/wiki/Brazil_men%27s_national_volleyball_team
France,compete_in,the World League,verb+prep,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team
France,win,the European Championship,subj-verb-obj,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team
France,compete_at,the Olympic Games,verb+prep,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team
France,compete_in,Rio 2016,verb+prep,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team
Poland,participate_in,World Grand Champions Cup,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat_in,Wrocław,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,Argentina,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,end,Championships,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Andrea Anastasi,begin_on,23 February 2011,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,lose_with,Italy,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,advance_to,Final Six,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Stéphane Antiga,announce_On,24 October 2013,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,defeat,China,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,take_in,Group F.,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,go_with,Brazil,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,Russia,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,Brazil,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Stephane Antiga,award_with,Łukasz Kruczek,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Stephane Antiga,appoint_on,2 April 2015,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,Iran,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,lose_on,26 June,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,USA,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,qualify_for,the Pool J,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,qualify_with,Serbia,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,win_over,Italy,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Serbia,win_over,Poland,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,lose_with,France,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,win,Memorial,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,start_at,World Cup 2015,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,start_on,8 September,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,contain_with,Argentina,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,play_in,Hamamatsu,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,play_with,Venezuela,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,Canada,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,move_to,Tokyo,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat,United States,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Michał Kubiak,play_in,World Cup,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,win_with,Germany,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,qualify_to,World Olympic Qualification Tournament,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,start_in,World Olympic Qualification Tournament,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,achieve_on,2 June 2016,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,beat_at,2016 Summer Olympics,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,meet,USA,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
De Giorgi,make_on,20 May 2017,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
Poland,take_in,European Championships,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
PZPS,fire_on,20 September,verb+prep,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
PZPS,fire,Ferdinando De Giorgi,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
PZPS,choose,Vital Heynen,subj-verb-obj,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team
the Soviet Union,achieve_in,1952,verb+prep,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
Italy,classify_at,World Championships,verb+prep,https://en.wikipedia.org/wiki/Italy_men%27s_national_volleyball_team
